"msgid","msgstr"
"Unable to find score starting at {0}. You need to have standing scores covering 0 to 100","تعذر العثور على النتيجة بدءا من {0}. يجب أن يكون لديك درجات دائمة تغطي 0 إلى 100"
"Unable to find the time slot in the next {0} days for the operation {1}. Please increase the 'Capacity Planning For (Days)' in the {2}.","تعذر العثور على فترة زمنية في الأيام {0} القادمة للعملية {1}. يرجى زيادة 'تخطيط السعة لـ (أيام)' في {2}."
"Unable to find variable:","تعذر العثور على المتغير:"
"Unallocated Amount","المبلغ غير المخصصة"
"Unassigned Qty","الكمية غير المخصصة"
"Unblock Invoice","الافراج عن الفاتورة"
"Unclosed Fiscal Years Profit / Loss (Credit)","غير مغلقة سنتين الماليتين الربح / الخسارة (الائتمان)"
"Under AMC","تحت AMC"
"Under Graduate","غير متخرج"
"Under Warranty","تحت الضمان"
"Under Working Hours table, you can add start and end times for a Workstation. For example, a Workstation may be active from 9 am to 1 pm, then 2 pm to 5 pm. You can also specify the working hours based on shifts. While scheduling a Work Order, the system will check for the availability of the Workstation based on the working hours specified.","ضمن جدول ساعات العمل، يمكنك إضافة أوقات بدء وانتهاء لمحطة عمل. على سبيل المثال، قد تكون محطة العمل نشطة من الساعة 9 صباحًا إلى 1 ظهرًا، ثم من 2 ظهرًا إلى 5 مساءً. يمكنك أيضًا تحديد ساعات العمل بناءً على الورديات. أثناء جدولة أمر عمل، سيتحقق النظام من توفر محطة العمل بناءً على ساعات العمل المحددة."
"Unfulfilled","لم تتحقق"
"Unit","وحدة"
"Unit of Measure","وحدة القياس"
"Unit of Measure (UOM)","وحدة القياس"
"Unit of Measure {0} has been entered more than once in Conversion Factor Table","وحدة القياس {0} تم إدخال أكثر من مرة واحدة في معامل التحويل الجدول"
"Units of Measure","وحدات القياس"
"Unknown","غير معروف"
"Unknown Caller","غير معروف المتصل"
"Unlink Advance Payment on Cancellation of Order","إلغاء ربط الدفع المسبق عند إلغاء الطلب"
"Unlink Payment on Cancellation of Invoice","إلغاء ربط الدفع على إلغاء الفاتورة"
"Unlink external integrations","إلغاء ربط التكامل الخارجي"
"Unlinked","غير مرتبط"
"Unpaid","غير مدفوع"
"Unpaid and Discounted","غير مدفوعة ومخصومة"
"Unplanned machine maintenance","صيانة الآلة غير المخطط لها"
"Unqualified","غير مؤهل"
"Unrealized Exchange Gain/Loss Account","غير مجرب تبادل الربح / الخسارة حساب"
"Unrealized Profit / Loss Account","حساب الربح / الخسارة غير المحقق"
"Unrealized Profit / Loss account for intra-company transfers","حساب الربح / الخسارة غير المحقق للتحويلات بين الشركات"
"Unrealized Profit/Loss account for intra-company transfers","حساب الربح/الخسارة غير المحقق للتحويلات بين الشركات"
"Unreconcile Payment","إلغاء تسوية الدفع"
"Unreconcile Payment Entries","إلغاء تسوية قيود الدفع"
"Unreconcile Transaction","إلغاء تسوية المعاملة"
"Unreconciled","لم تتم تسويتها"
"Unreconciled Amount","المبلغ غير المسوى"
"Unreconciled Entries","القيود غير المسواة"
"Unreserve","إلغاء الحجز"
"Unreserve Stock","إلغاء حجز المخزون"
"Unreserve for Raw Materials","إلغاء حجز المواد الخام"
"Unreserve for Sub-assembly","إلغاء حجز التجميع الفرعي"
"Unreserving Stock...","جاري إلغاء حجز المخزون..."
"Unresolved","لم تحل"
"Unscheduled","غير المجدولة"
"Unsecured Loans","القروض غير المضمونة"
"Unset Matched Payment Request","إلغاء تعيين طلب الدفع المطابق"
"Unsigned","غير موقعة"
"Unsubscribe from this Email Digest","إلغاء الاشتراك من هذا البريد الإلكتروني دايجست"
"Unsubscribed","إلغاء اشتراكك"
"Until","حتى"
"Unverified","غير مثبت عليه"
"Unverified Webhook Data","بيانات Webhook لم يتم التحقق منها"
"Up","أعلى"
"Upcoming Calendar Events","أحداث التقويم القادمة"
"Upcoming Calendar Events ","أحداث التقويم القادمة"
"Update","تحديث"
"Update Account Name / Number","تحديث اسم / رقم الحساب"
"Update Account Number / Name","تحديث رقم الحساب / الاسم"
"Update Additional Information","تحديث معلومات إضافية"
"Update Auto Repeat Reference","تحديث السيارات تكرار المرجع"
"Update BOM Cost Automatically","تحديث بوم التكلفة تلقائيا"
"Update BOM cost automatically via scheduler, based on the latest Valuation Rate/Price List Rate/Last Purchase Rate of raw materials","قم بتحديث تكلفة قائمة المواد تلقائيًا عبر المجدول ، استنادًا إلى أحدث معدل تقييم / سعر قائمة الأسعار / آخر سعر شراء للمواد الخام"
"Update Billed Amount in Delivery Note","تحديث المبلغ المفوتر في إشعار التسليم"
"Update Billed Amount in Purchase Order","تحديث المبلغ المفوتر في أمر الشراء"
"Update Billed Amount in Purchase Receipt","تحديث المبلغ المفوتر في إيصال الشراء"
"Update Billed Amount in Sales Order","تحديث مبلغ فاتورة في أمر المبيعات"
"Update Clearance Date","تحديث تاريخ التخليص"
"Update Consumed Material Cost In Project","تحديث تكلفة المواد المستهلكة في المشروع"
"Update Cost","تحديث التكلفة"
"Update Cost Center Name / Number","تحديث اسم / رقم مركز التكلفة"
"Update Current Stock","تحديث المخزون الحالي"
"Update Existing Price List Rate","تحديث سعر قائمة الأسعار الحالية"
"Update Existing Records","تحديث السجلات الموجودة"
"Update Items","تحديث العناصر"
"Update Outstanding for Self","تحديث الرصيد المستحق للذات"
"Update Price List Based On","تحديث قائمة الأسعار بناءً على"
"Update Print Format","تحديث تنسيق الطباعة"
"Update Rate and Availability","معدل التحديث والتوفر"
"Update Rate as per Last Purchase","تحديث السعر حسب آخر عملية شراء"
"Update Stock","تحديث المخزون"
"Update Total Purchase Cost","تحديث إجمالي تكلفة الشراء"
"Update Type","نوع التحديث"
"Update frequency of Project","تكرار تحديث المشروع"
"Update latest price in all BOMs","تحديث آخر الأسعار في جميع بومس"
"Update stock must be enabled for the purchase invoice {0}","يجب تمكين تحديث المخزون لفاتورة الشراء {0}"
"Update the modified timestamp on new communications received in Lead & Opportunity.","تحديث الطابع الزمني المعدل على الاتصالات الجديدة المستلمة في العميل المحتمل والفرصة."
"Update timestamp on new communication","تحديث الطابع الزمني على الاتصال الجديد"
"Updated successfully","تم التحديث بنجاح"
"Updated via 'Time Log' (In Minutes)","تم التحديث عبر 'سجل الوقت' (بالدقائق)"
"Updating Variants...","جارٍ تحديث المتغيرات ..."
"Updating Work Order status","جاري تحديث حالة أمر العمل"
"Updating {0} of {1}, {2}","تحديث {0} من {1} ، {2}"
"Upload Bank Statement","تحميل كشف حساب بنكي"
"Upload XML Invoices","تحميل فواتير XML"
"Upon submission of the Sales Order, Work Order, or Production Plan, the system will automatically reserve the stock.","عند تقديم أمر المبيعات أو أمر العمل أو خطة الإنتاج، سيقوم النظام تلقائيًا بحجز المخزون."
"Upper Income","أعلى دخل"
"Urgent","عاجل"
"Use 'Repost in background' button to trigger background job. Job can only be triggered when document is in Queued or Failed status.","استخدم زر 'إعادة المعالجة في الخلفية' لتشغيل مهمة خلفية. لا يمكن تشغيل المهمة إلا عندما يكون المستند في حالة الانتظار أو الفشل."
