"msgid","msgstr"
"`job_id` paramater is required for deduplication.","معلمة `job_id` مطلوبة لإزالة التكرار."
"added rows for {0}","أضاف صفوفًا لـ {0}"
"after_insert","أدخل_بعد"
"amend","تعديل"
"and","و"
"ascending","تصاعدي"
"blue","أزرق"
"by Role","حسب الدور"
"cProfile Output","مخرجات cProfile"
"calendar","التقويم"
"cancel","إلغاء"
"canceled","ألغيت"
"clear","مسح"
"commented","علق"
"create","إنشاء"
"cyan","سماوي"
"d","ي"
"darkgrey","الرمادي الداكن"
"dashboard","لوحة القيادة"
"dd-mm-yyyy","DD-MM-YYYY"
"dd.mm.yyyy","يوم.شهر.سنة"
"dd/mm/yyyy","اليوم / الشهر / السنة"
"default","الافتراضي"
"deferred","مؤجل"
"delete","حذف"
"descending","تنازلي"
"document type..., e.g. customer","نوع الوثيقة ...، على سبيل المثال العملاء"
"e.g. ""Support"", ""Sales"", ""Jerry Yang""","على سبيل المثال، ""الدعم ""،"" المبيعات ""،"" أحمد صالح """
"e.g. (55 + 434) / 4 or =Math.sin(Math.PI/2)...","على سبيل المثال، (55 + 434) / 4 أو = Math.sin(Math.PI / 2) ..."
"e.g. pop.gmail.com / imap.gmail.com","على سبيل المثال، pop.gmail.com / imap.gmail.com"
"e.g. replies@yourcomany.com. All replies will come to this inbox.","على سبيل المثال، replies@yourcomany.com. سيأتي كل الردود على هذا البريد."
"e.g. smtp.gmail.com","على سبيل المثال، smtp.gmail.com"
"e.g.:","على سبيل المثال:"
"emacs","emacs"
"email","البريد الإلكتروني"
"email inbox","البريد الوارد"
"empty","فارغة"
"export","تصدير"
"facebook","موقع التواصل الاجتماعي الفيسبوك"
"failed","باءت بالفشل"
"fairlogin","fairlogin"
"finished","تم الانتهاء من"
"gray","رمادي"
"green","أخضر"
"grey","رمادي"
"gzip not found in PATH! This is required to take a backup.","لم يتم العثور على gzip في المسار! هذا مطلوب لإجراء نسخة احتياطية."
"h","س"
"hub","محور"
"icon","رمز"
"import","استيراد"
"in minutes","في دقائق"
"jane@example.com","jane@example.com"
"just now","الآن فقط"
"label","تسمية"
"light-blue","أزرق فاتح"
"link","رابط"
"linkedin","ينكدين"
"list","قائمة"
"logged in","تسجيل الدخول"
"login_required","مطلوب_تسجيل_الدخول"
"long","طويل"
"m","د"
"merged {0} into {1}","تم دمج {0} إلى {1}"
"min read","دقيقة قراءة"
"mm-dd-yyyy","شهر-يوم-سنة"
"mm/dd/yyyy","شهر/يوم/سنة"
"module","إضافة"
"module name...","اسم الوحدة برمجية  ..."
"new","جديد"
"new type of document","نوع جديد من الوثيقة"
"no failed attempts","محاولات فاشلة لا"
"nonce","nonce"
"notified","تم إشعاره"
"now","الآن"
"of","من"
"old_parent","الأصل_القديم"
"on_cancel","عند_الإلغاء"
"on_change","على التغيير"
"on_submit","عند_الإرسال"
"on_trash","عند_الحذف_إلى_المهملات"
"on_update","عند_التحديث"
"on_update_after_submit","عند_التحديث_بعد_الإرسال"
"or","أو"
"orange","البرتقالي"
"page","صفحة"
"pink","وردي"
"plain","عادي"
"print","طباعة"
"processlist","قائمة_العمليات"
"purple","أرجواني"
"query-report","استعلام تقرير"
"queued","قائمة الانتظار"
"read","قرأ"
"red","أحمر"
"removed rows for {0}","أزال صفوفًا لـ {0}"
"renamed from {0} to {1}","إعادة تسمية من {0} إلى {1}"
"report","أبلغ عن"
"response","استجابة"
"restored {0} as {1}","استعادة {0} ك {1}"
"s","ث"
"s256","s256"
"scheduled","من المقرر"
"select","حدد"
"share","مشاركة"
"short","قصير"
"since last month","منذ اخر شهر"
"since last week","منذ الأسبوع الماضي"
"since last year","منذ السنة الماضية"
"since yesterday","منذ البارحة"
"started","بدأت"
"starting the setup...","جارٍ بدء الإعداد..."
"string value, i.e. group","قيمة سلسلة، أي مجموعة"
"string value, i.e. member","قيمة سلسلة، أي عضو"
"string value, i.e. {0} or uid={0},ou=users,dc=example,dc=com","قيمة سلسلة، أي {0} أو uid={0},ou=users,dc=example,dc=com"
"submit","تسجيل"
"tag name..., e.g. #tag","اسم العلامة ... ، على سبيل المثال #tag"
"text in document type","النص في نوع الوثيقة"
"this form","هذا النموذج"
"this shouldn't break","لا ينبغي أن ينكسر هذا"
"twitter","تويتر"
"updated to {0}","تم التحديث إلى {0}"
"use % as wildcard","استخدم % كحرف بدل"
"values separated by commas","قيم مفصولة بفواصل"
"version_table","جدول_الإصدارات"
"via Assignment Rule","عبر قاعدة التنازل"
"via Data Import","عبر استيراد البيانات"
"via Google Meet","عبر Google Meet"
"via Notification","عبر الإخطار"
"via {0}","عبر {0}"
"vim","vim"
"vscode","vscode"
"wants to access the following details from your account","يريد الوصول إلى التفاصيل التالية من حسابك"
"when clicked on element it will focus popover if present.","عند النقر فوق العنصر، سيركز على النافذة المنبثقة إن وجدت."
"wkhtmltopdf","wkhtmltopdf"
"wkhtmltopdf 0.12.x (with patched qt).","wkhtmltopdf 0.12.x (مع qt مصحح)."
"write","الكتابة"
"yellow","الأصفر"
"yesterday","في الامس"
"yyyy-mm-dd","سنة-شهر-يوم"
"{0}","{0}"
"{0} ${skip_list ? """" : type}","{0} ${skip_list ? """" : type}"
"{0} ${type}","{0} ${type}"
"{0} ({1})","{0} ({1})"
"{0} ({1}) (1 row mandatory)","{0} ({1}) (صف واحد إلزامي)"
"{0} ({1}) - {2}%","{0} ({1}) - {2}%"
"{0} = {1}","{0} = {1}"
"{0} Calendar","{0} التقويم"
"{0} Chart","{0} الرسم البياني"
"{0} Dashboard","{0} لوحة المعلومات"
"{0} Fields","{0} الحقول"
"{0} Google Calendar Events synced.","{0} تمت مزامنة أحداث تقويم Google."
"{0} Google Contacts synced.","{0} مزامنة جهات اتصال Google."
"{0} Liked","{0} أعجب"
"{0} List","قائمة {0}"
"{0} M","{0} م"
"{0} Map","خريطة {0}"
"{0} Name","{0} الاسم"
"{0} Not allowed to change {1} after submission from {2} to {3}","{0} غير مسموح بتغيير {1} بعد الإرسال من {2} إلى {3}"
"{0} Report","{0} تقرير"
"{0} Reports","تقارير {0}"
"{0} Settings","{0} الإعدادات"
"{0} Tree","{0} شجرة"
"{0} Web page views","{0} مشاهدات الصفحة"
"{0} Workspace","مساحة عمل {0}"
"{0} added","{0} أضيف"
"{0} already exists. Select another name","{0} موجود بالفعل. حدد اسما آخر"
"{0} already unsubscribed","{0} غير مشترك أصلاً"
"{0} already unsubscribed for {1} {2}","{0} تم إلغاء الاشتراك في {1} {2}"
